release_year,genre,total
2019,"Horror Movies, International Movies, Thrillers",6
2019,"Horror Movies, LGBTQ Movies, Music & Musicals",1
2019,"Horror Movies, Sci-Fi & Fantasy, Thrillers",2
2019,"Horror Movies, Thrillers",2
2019,"Independent Movies, Sci-Fi & Fantasy, Thrillers",1
2019,"Independent Movies, Thrillers",3
2019,International Movies,1
2019,"International Movies, Music & Musicals",2
2019,"International Movies, Romantic Movies",2
2019,"International Movies, Sci-Fi & Fantasy",1
2019,"International Movies, Sci-Fi & Fantasy, Thrillers",2
2019,"International Movies, Thrillers",16
2019,International TV Shows,1
2019,"International TV Shows, Korean TV Shows, Romantic TV Shows",7
2019,"International TV Shows, Korean TV Shows, TV Action & Adventure",3
2019,"International TV Shows, Korean TV Shows, TV Dramas",3
2019,"International TV Shows, Korean TV Shows, TV Horror",1
2019,"International TV Shows, Reality TV",9
2019,"International TV Shows, Reality TV, Romantic TV Shows",1
2019,"International TV Shows, Reality TV, Spanish-Language TV Shows",3
2019,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",6
2019,"International TV Shows, Romantic TV Shows, TV Comedies",8
2019,"International TV Shows, Romantic TV Shows, TV Dramas",11
2019,"International TV Shows, Romantic TV Shows, Teen TV Shows",3
2019,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",1
2019,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2
2019,"International TV Shows, Spanish-Language TV Shows, TV Dramas",1
2019,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",2
2019,"International TV Shows, TV Action & Adventure, TV Dramas",6
2019,"International TV Shows, TV Action & Adventure, TV Mysteries",1
2019,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",1
2019,"International TV Shows, TV Comedies",2
2019,"International TV Shows, TV Comedies, TV Dramas",7
2019,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",1
2019,"International TV Shows, TV Dramas",14
2019,"International TV Shows, TV Dramas, TV Horror",2
2019,"International TV Shows, TV Dramas, TV Mysteries",4
2019,"International TV Shows, TV Dramas, TV Thrillers",4
2019,"International TV Shows, TV Dramas, Teen TV Shows",3
2019,"International TV Shows, TV Horror, TV Mysteries",1
2019,"International TV Shows, TV Mysteries, TV Thrillers",1
2019,Kids' TV,28
2019,"Kids' TV, Korean TV Shows",1
2019,"Kids' TV, Korean TV Shows, TV Comedies",1
2019,"Kids' TV, Reality TV, Science & Nature TV",1
2019,"Kids' TV, Spanish-Language TV Shows",1
2019,"Kids' TV, Spanish-Language TV Shows, Teen TV Shows",1
2019,"Kids' TV, TV Action & Adventure",1
2019,"Kids' TV, TV Action & Adventure, TV Comedies",3
2019,"Kids' TV, TV Action & Adventure, TV Dramas",1
2019,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",2
2019,"Kids' TV, TV Comedies",8
2019,"Kids' TV, TV Comedies, TV Dramas",2
2019,"Kids' TV, TV Sci-Fi & Fantasy",1
2019,"Kids' TV, TV Thrillers",1
2019,Movies,1
2019,Reality TV,18
2019,"Reality TV, Romantic TV Shows",1
2019,"Romantic TV Shows, TV Comedies",2
2019,"Romantic TV Shows, TV Comedies, TV Dramas",1
2019,"Romantic TV Shows, TV Dramas",1
2019,"Romantic TV Shows, TV Dramas, Teen TV Shows",1
2019,"Sci-Fi & Fantasy, Thrillers",1
2019,Stand-Up Comedy,48
2019,"Stand-Up Comedy & Talk Shows, TV Comedies",4
2019,"TV Action & Adventure, TV Comedies, TV Horror",1
2019,"TV Action & Adventure, TV Dramas, TV Horror",1
2019,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",3
2019,"TV Action & Adventure, TV Sci-Fi & Fantasy",2
2019,TV Comedies,11
2019,"TV Comedies, TV Dramas",8
2019,"TV Comedies, TV Dramas, TV Horror",1
2019,"TV Comedies, TV Dramas, Teen TV Shows",1
2019,"TV Comedies, TV Horror, TV Thrillers",1
2019,TV Dramas,10
2019,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",1
2019,"TV Dramas, TV Sci-Fi & Fantasy",1
2019,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",1
2019,"TV Dramas, TV Thrillers",1
2019,"TV Dramas, Teen TV Shows",1
2019,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",1
2019,"TV Horror, TV Mysteries, TV Thrillers",2
2019,"TV Horror, TV Mysteries, Teen TV Shows",1
2019,"TV Horror, Teen TV Shows",1
2019,TV Shows,2
2019,Thrillers,10
2020,Action & Adventure,11
2020,"Action & Adventure, Anime Features, International Movies",2
2020,"Action & Adventure, Children & Family Movies, Comedies",1
2020,"Action & Adventure, Children & Family Movies, Dramas",1
2020,"Action & Adventure, Comedies",3
2020,"Action & Adventure, Comedies, Dramas",3
2020,"Action & Adventure, Comedies, International Movies",4
2020,"Action & Adventure, Comedies, Romantic Movies",1
2020,"Action & Adventure, Dramas",3
2020,"Action & Adventure, Dramas, Faith & Spirituality",1
2020,"Action & Adventure, Dramas, Independent Movies",1
2020,"Action & Adventure, Dramas, International Movies",4
2020,"Action & Adventure, Horror Movies",1
2020,"Action & Adventure, International Movies",7
2020,"Action & Adventure, International Movies, Romantic Movies",2
2020,"Action & Adventure, Sci-Fi & Fantasy",1
2020,"Anime Features, Children & Family Movies, International Movies",1
2020,Anime Series,3
2020,"Anime Series, Crime TV Shows, International TV Shows",3
2020,"Anime Series, International TV Shows",10
2020,"Anime Series, International TV Shows, Romantic TV Shows",1
2020,"Anime Series, International TV Shows, TV Thrillers",1
2020,"Anime Series, International TV Shows, Teen TV Shows",1
2020,"Anime Series, Kids' TV",2
2020,"British TV Shows, Classic & Cult TV, Kids' TV",1
2020,"British TV Shows, Crime TV Shows, Docuseries",3
2020,"British TV Shows, Crime TV Shows, International TV Shows",4
2020,"British TV Shows, Docuseries, International TV Shows",4
2020,"British TV Shows, International TV Shows, Reality TV",4
2020,"British TV Shows, International TV Shows, TV Action & Adventure",2
2020,"British TV Shows, International TV Shows, TV Comedies",5
2020,"British TV Shows, International TV Shows, TV Dramas",4
2020,"British TV Shows, Kids' TV",3
2020,"British TV Shows, Kids' TV, TV Comedies",1
2020,"British TV Shows, Reality TV",1
2020,"British TV Shows, Romantic TV Shows, TV Dramas",1
2020,Children & Family Movies,34
2020,"Children & Family Movies, Comedies",23
2020,"Children & Family Movies, Comedies, Dramas",5
2020,"Children & Family Movies, Comedies, Music & Musicals",1
2020,"Children & Family Movies, Comedies, Romantic Movies",1
2020,"Children & Family Movies, Comedies, Sports Movies",1
2020,"Children & Family Movies, Documentaries",2
2020,"Children & Family Movies, Documentaries, International Movies",1
2020,"Children & Family Movies, Dramas",4
2020,"Children & Family Movies, Dramas, Faith & Spirituality",1
2020,"Children & Family Movies, Dramas, Independent Movies",1
2020,"Children & Family Movies, Dramas, Romantic Movies",1
2020,"Children & Family Movies, Dramas, Sports Movies",1
2020,"Children & Family Movies, Music & Musicals",4
2020,"Classic & Cult TV, Crime TV Shows, International TV Shows",1
2020,"Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy",1
2020,Comedies,10
2020,"Comedies, Dramas, Independent Movies",12
2020,"Comedies, Dramas, International Movies",20
2020,"Comedies, Dramas, LGBTQ Movies",1
2020,"Comedies, Horror Movies",3
2020,"Comedies, Independent Movies, International Movies",1
2020,"Comedies, Independent Movies, LGBTQ Movies",1
2020,"Comedies, Independent Movies, Romantic Movies",1
2020,"Comedies, International Movies",11
2020,"Comedies, International Movies, LGBTQ Movies",1
2020,"Comedies, International Movies, Music & Musicals",1
2020,"Comedies, International Movies, Romantic Movies",17
2020,"Comedies, International Movies, Thrillers",1
2020,"Comedies, LGBTQ Movies, Music & Musicals",1
2020,"Comedies, Music & Musicals, Romantic Movies",1
2020,"Comedies, Romantic Movies",7
2020,"Comedies, Sports Movies",1
2020,"Crime TV Shows, Docuseries",14
2020,"Crime TV Shows, Docuseries, International TV Shows",7
2020,"Crime TV Shows, International TV Shows, Korean TV Shows",4
2020,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",12
2020,"Crime TV Shows, International TV Shows, TV Action & Adventure",2
2020,"Crime TV Shows, International TV Shows, TV Comedies",1
2020,"Crime TV Shows, International TV Shows, TV Dramas",21
2020,"Crime TV Shows, International TV Shows, TV Mysteries",1
2020,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",1
2020,"Crime TV Shows, TV Action & Adventure, TV Comedies",1
2020,"Crime TV Shows, TV Action & Adventure, TV Dramas",2
2020,"Crime TV Shows, TV Comedies, TV Dramas",2
2020,"Crime TV Shows, TV Dramas",2
2020,"Crime TV Shows, TV Dramas, TV Mysteries",5
2020,"Crime TV Shows, TV Dramas, TV Thrillers",1
2020,Documentaries,23
2020,"Documentaries, International Movies",14
2020,"Documentaries, International Movies, LGBTQ Movies",1
2020,"Documentaries, International Movies, Music & Musicals",12
2020,"Documentaries, International Movies, Sports Movies",8
2020,"Documentaries, LGBTQ Movies",7
2020,"Documentaries, Music & Musicals",6
2020,"Documentaries, Sports Movies",3
2020,Docuseries,13
2020,"Docuseries, International TV Shows",8
2020,"Docuseries, International TV Shows, Reality TV",1
2020,"Docuseries, International TV Shows, Science & Nature TV",1
2020,"Docuseries, International TV Shows, Spanish-Language TV Shows",1
2020,"Docuseries, Reality TV",4
2020,"Docuseries, Reality TV, Science & Nature TV",2
2020,"Docuseries, Reality TV, Teen TV Shows",1
2020,"Docuseries, Science & Nature TV",9
2020,"Docuseries, Science & Nature TV, TV Action & Adventure",1
2020,"Docuseries, Science & Nature TV, TV Comedies",1
2020,"Docuseries, Spanish-Language TV Shows",3
2020,"Docuseries, TV Sci-Fi & Fantasy",1
2020,Dramas,12
2020,"Dramas, Faith & Spirituality",1
2020,"Dramas, Faith & Spirituality, International Movies",1
2020,"Dramas, Faith & Spirituality, Romantic Movies",1
2020,"Dramas, Independent Movies",9
2020,"Dramas, Independent Movies, International Movies",13
2020,"Dramas, Independent Movies, LGBTQ Movies",1
2020,"Dramas, Independent Movies, Romantic Movies",1
2020,"Dramas, Independent Movies, Thrillers",1
2020,"Dramas, International Movies",42
2020,"Dramas, International Movies, LGBTQ Movies",1
2020,"Dramas, International Movies, Music & Musicals",2
2020,"Dramas, International Movies, Romantic Movies",22
2020,"Dramas, International Movies, Sports Movies",3
2020,"Dramas, International Movies, Thrillers",14
2020,"Dramas, LGBTQ Movies",2
2020,"Dramas, LGBTQ Movies, Romantic Movies",1
2020,"Dramas, Music & Musicals",1
2020,"Dramas, Romantic Movies",3
2020,"Dramas, Romantic Movies, Thrillers",1
2020,"Dramas, Thrillers",4
2020,Horror Movies,3
2020,"Horror Movies, Independent Movies",2
2020,"Horror Movies, Independent Movies, International Movies",1
2020,"Horror Movies, International Movies",9
2020,"Horror Movies, International Movies, Thrillers",8
2020,"Horror Movies, Thrillers",2
2020,"Independent Movies, International Movies, Thrillers",1
2020,"International Movies, Music & Musicals",5
2020,"International Movies, Romantic Movies",1
2020,"International Movies, Thrillers",8
2020,"International TV Shows, Kids' TV, TV Mysteries",1
2020,"International TV Shows, Korean TV Shows, Reality TV",2
2020,"International TV Shows, Korean TV Shows, Romantic TV Shows",5
2020,"International TV Shows, Korean TV Shows, TV Action & Adventure",1
2020,"International TV Shows, Korean TV Shows, TV Comedies",1
2020,"International TV Shows, Korean TV Shows, TV Dramas",1
2020,"International TV Shows, Reality TV",11
2020,"International TV Shows, Reality TV, Romantic TV Shows",2
2020,"International TV Shows, Reality TV, Spanish-Language TV Shows",1
2020,"International TV Shows, Reality TV, TV Comedies",1
2020,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2
2020,"International TV Shows, Romantic TV Shows, TV Action & Adventure",1
2020,"International TV Shows, Romantic TV Shows, TV Comedies",19
2020,"International TV Shows, Romantic TV Shows, TV Dramas",3
2020,"International TV Shows, Romantic TV Shows, TV Mysteries",1
2020,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",1
2020,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2
2020,"International TV Shows, Spanish-Language TV Shows, TV Dramas",5
2020,"International TV Shows, Stand-Up Comedy & Talk Shows",1
2020,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",1
2020,"International TV Shows, TV Action & Adventure, TV Comedies",1
2020,"International TV Shows, TV Action & Adventure, TV Dramas",5
2020,"International TV Shows, TV Action & Adventure, TV Horror",1
2020,"International TV Shows, TV Action & Adventure, TV Mysteries",1
2020,"International TV Shows, TV Comedies",1
2020,"International TV Shows, TV Comedies, TV Dramas",9
2020,"International TV Shows, TV Dramas",10
2020,"International TV Shows, TV Dramas, TV Horror",6
2020,"International TV Shows, TV Dramas, TV Mysteries",5
2020,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",3
2020,"International TV Shows, TV Dramas, TV Thrillers",1
2020,"International TV Shows, TV Dramas, Teen TV Shows",3
2020,"International TV Shows, TV Horror, TV Mysteries",5
2020,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy",1
2020,"International TV Shows, TV Mysteries, TV Thrillers",1
2020,Kids' TV,22
2020,"Kids' TV, Korean TV Shows",3
2020,"Kids' TV, TV Action & Adventure, TV Comedies",1
2020,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",3
2020,"Kids' TV, TV Comedies",21
2020,"Kids' TV, TV Comedies, TV Dramas",1
2020,"Kids' TV, TV Comedies, Teen TV Shows",1
2020,"Kids' TV, TV Dramas",1
2020,"Kids' TV, TV Dramas, Teen TV Shows",1
2020,"Kids' TV, TV Thrillers",1
2020,Movies,1
2020,Music & Musicals,3
2020,Reality TV,19
2020,"Reality TV, Romantic TV Shows",3
2020,"Reality TV, Science & Nature TV",1
2020,"Reality TV, TV Comedies",2
2020,"Romantic TV Shows, TV Comedies, TV Dramas",4
2020,"Romantic TV Shows, TV Dramas",3
2020,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",1
2020,Stand-Up Comedy,41
2020,Stand-Up Comedy & Talk Shows,1
2020,"Stand-Up Comedy & Talk Shows, TV Comedies",4
2020,"TV Action & Adventure, TV Dramas",1
2020,"TV Action & Adventure, TV Dramas, TV Horror",1
2020,"TV Action & Adventure, TV Dramas, TV Mysteries",1
2020,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",2
2020,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy",2
2020,"TV Action & Adventure, TV Sci-Fi & Fantasy",2
2020,TV Comedies,17
2020,"TV Comedies, TV Dramas",5
2020,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy",1
2020,"TV Comedies, TV Dramas, Teen TV Shows",1
2020,"TV Comedies, Teen TV Shows",1
2020,TV Dramas,6
2020,"TV Dramas, TV Horror, TV Mysteries",2
2020,"TV Dramas, TV Mysteries, TV Thrillers",1
2020,"TV Dramas, TV Sci-Fi & Fantasy",1
2020,"TV Dramas, TV Thrillers",1
2020,"TV Dramas, Teen TV Shows",2
2020,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",1
2020,TV Shows,2
2020,Thrillers,5
2021,Action & Adventure,5
2021,"Action & Adventure, Anime Features",1
2021,"Action & Adventure, Anime Features, Children & Family Movies",1
2021,"Action & Adventure, Anime Features, International Movies",2
2021,"Action & Adventure, Comedies",4
2021,"Action & Adventure, Comedies, Dramas",1
2021,"Action & Adventure, Comedies, International Movies",2
2021,"Action & Adventure, Dramas",1
2021,"Action & Adventure, Dramas, International Movies",7
2021,"Action & Adventure, Horror Movies",1
2021,"Action & Adventure, Horror Movies, International Movies",1
2021,"Action & Adventure, International Movies",10
2021,"Action & Adventure, International Movies, Thrillers",1
2021,"Anime Features, Children & Family Movies, International Movies",1
2021,"Anime Features, Documentaries",1
2021,Anime Series,3
2021,"Anime Series, Crime TV Shows, International TV Shows",1
2021,"Anime Series, Crime TV Shows, TV Horror",1
2021,"Anime Series, International TV Shows",10
2021,"Anime Series, International TV Shows, Spanish-Language TV Shows",1
2021,"Anime Series, International TV Shows, TV Thrillers",1
2021,"Anime Series, Kids' TV",2
2021,"Anime Series, Kids' TV, TV Action & Adventure",1
2021,"Anime Series, Stand-Up Comedy & Talk Shows",1
2021,"Anime Series, TV Horror, TV Thrillers",2
2021,"British TV Shows, Crime TV Shows, Docuseries",4
2021,"British TV Shows, Crime TV Shows, International TV Shows",2
2021,"British TV Shows, Docuseries, International TV Shows",2
2021,"British TV Shows, International TV Shows, Reality TV",3
2021,"British TV Shows, International TV Shows, TV Dramas",3
2021,"British TV Shows, Kids' TV",1
2021,"British TV Shows, Kids' TV, TV Dramas",1
2021,"British TV Shows, Reality TV",1
2021,Children & Family Movies,12
2021,"Children & Family Movies, Comedies",13
2021,"Children & Family Movies, Comedies, Music & Musicals",2
2021,"Children & Family Movies, Documentaries, International Movies",1
2021,"Children & Family Movies, Dramas",2
2021,"Children & Family Movies, Dramas, Faith & Spirituality",1
2021,"Children & Family Movies, Dramas, International Movies",3
2021,"Children & Family Movies, Faith & Spirituality, Music & Musicals",1
2021,"Children & Family Movies, Music & Musicals",2
2021,"Children & Family Movies, Sports Movies",1
2021,Comedies,4
2021,"Comedies, Dramas",3
2021,"Comedies, Dramas, Independent Movies",1
2021,"Comedies, Dramas, International Movies",15
2021,"Comedies, Dramas, Music & Musicals",1
2021,"Comedies, Horror Movies, International Movies",1
2021,"Comedies, Independent Movies, International Movies",1
2021,"Comedies, International Movies",6
2021,"Comedies, International Movies, Music & Musicals",2
2021,"Comedies, International Movies, Romantic Movies",7
2021,"Comedies, LGBTQ Movies, Thrillers",1
2021,"Comedies, Romantic Movies",6
2021,"Crime TV Shows, Docuseries",6
2021,"Crime TV Shows, Docuseries, International TV Shows",5
2021,"Crime TV Shows, Docuseries, TV Mysteries",1
2021,"Crime TV Shows, International TV Shows, Korean TV Shows",1
2021,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8
2021,"Crime TV Shows, International TV Shows, TV Action & Adventure",4
2021,"Crime TV Shows, International TV Shows, TV Comedies",2
2021,"Crime TV Shows, International TV Shows, TV Dramas",6
2021,"Crime TV Shows, International TV Shows, TV Thrillers",1
2021,"Crime TV Shows, TV Action & Adventure, TV Comedies",2
2021,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",1
2021,"Crime TV Shows, TV Comedies, TV Dramas",1
2021,"Crime TV Shows, TV Dramas, TV Mysteries",1
2021,Documentaries,20
2021,"Documentaries, International Movies",9
2021,"Documentaries, International Movies, Music & Musicals",5
2021,"Documentaries, International Movies, Sports Movies",4
2021,"Documentaries, LGBTQ Movies",1
2021,"Documentaries, LGBTQ Movies, Sports Movies",2
2021,"Documentaries, Music & Musicals",3
2021,"Documentaries, Sports Movies",7
2021,Docuseries,15
2021,"Docuseries, International TV Shows",6
2021,"Docuseries, International TV Shows, Reality TV",1
2021,"Docuseries, International TV Shows, Science & Nature TV",1
2021,"Docuseries, International TV Shows, Spanish-Language TV Shows",3
2021,"Docuseries, Reality TV",3
2021,"Docuseries, Reality TV, Science & Nature TV",1
2021,"Docuseries, Science & Nature TV",7
2021,"Docuseries, Science & Nature TV, TV Action & Adventure",1
2021,"Docuseries, TV Comedies",1
2021,Dramas,6
2021,"Dramas, Independent Movies",2
2021,"Dramas, Independent Movies, International Movies",11
2021,"Dramas, International Movies",10
2021,"Dramas, International Movies, LGBTQ Movies",2
2021,"Dramas, International Movies, Music & Musicals",3
2021,"Dramas, International Movies, Romantic Movies",9
2021,"Dramas, International Movies, Sports Movies",1
2021,"Dramas, International Movies, Thrillers",10
2021,"Dramas, Romantic Movies",1
2021,"Dramas, Thrillers",2
2021,Horror Movies,4
2021,"Horror Movies, Independent Movies, International Movies",1
2021,"Horror Movies, International Movies",1
2021,"Horror Movies, International Movies, Thrillers",8
2021,"Horror Movies, LGBTQ Movies",2
2021,"Horror Movies, Thrillers",1
2021,"International Movies, Romantic Movies",1
2021,"International Movies, Romantic Movies, Thrillers",1
2021,"International Movies, Thrillers",5
2021,"International TV Shows, Korean TV Shows, Romantic TV Shows",1
2021,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",1
2021,"International TV Shows, Korean TV Shows, TV Comedies",1
2021,"International TV Shows, Reality TV",4
2021,"International TV Shows, Reality TV, Romantic TV Shows",3
2021,"International TV Shows, Reality TV, Spanish-Language TV Shows",3
2021,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",4
2021,"International TV Shows, Romantic TV Shows, TV Comedies",10
2021,"International TV Shows, Romantic TV Shows, TV Dramas",5
2021,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",1
2021,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",2
2021,"International TV Shows, Spanish-Language TV Shows, TV Comedies",5
2021,"International TV Shows, Spanish-Language TV Shows, TV Dramas",5
2021,"International TV Shows, Stand-Up Comedy & Talk Shows",1
2021,"International TV Shows, TV Action & Adventure, TV Comedies",1
2021,"International TV Shows, TV Action & Adventure, TV Dramas",4
2021,"International TV Shows, TV Comedies",8
2021,"International TV Shows, TV Comedies, TV Dramas",5
2021,"International TV Shows, TV Dramas",11
2021,"International TV Shows, TV Dramas, TV Mysteries",8
2021,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",1
2021,"International TV Shows, TV Dramas, TV Thrillers",3
2021,"International TV Shows, TV Dramas, Teen TV Shows",1
2021,Kids' TV,24
2021,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",1
2021,"Kids' TV, TV Comedies",10
2021,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",1
2021,"Kids' TV, TV Dramas, Teen TV Shows",1
2021,"Kids' TV, TV Sci-Fi & Fantasy",1
2021,"Kids' TV, TV Thrillers",1
2021,Movies,4
2021,Reality TV,18
2021,"Reality TV, Romantic TV Shows",4
2021,"Reality TV, TV Comedies, TV Horror",1
2021,"Reality TV, TV Horror, TV Thrillers",1
2021,"Reality TV, Teen TV Shows",1
2021,"Romantic TV Shows, TV Comedies, TV Dramas",2
2021,"Romantic TV Shows, TV Dramas",3
2021,Stand-Up Comedy,12
2021,"Stand-Up Comedy & Talk Shows, TV Comedies",3
2021,"TV Action & Adventure, TV Comedies, TV Dramas",1
2021,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",1
2021,"TV Action & Adventure, TV Dramas, TV Horror",1
2021,"TV Action & Adventure, TV Dramas, TV Mysteries",1
2021,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",3
2021,"TV Action & Adventure, TV Dramas, Teen TV Shows",1
2021,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy",1
2021,"TV Action & Adventure, TV Sci-Fi & Fantasy",2
2021,TV Comedies,8
2021,"TV Comedies, TV Dramas",7
2021,"TV Comedies, TV Dramas, Teen TV Shows",2
2021,TV Dramas,1
2021,"TV Dramas, TV Horror, TV Mysteries",2
2021,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",1
2021,"TV Dramas, TV Sci-Fi & Fantasy",1
2021,"TV Dramas, Teen TV Shows",1
2021,"TV Horror, Teen TV Shows",1
2021,TV Shows,2
2021,Thrillers,4
